Date       ,Time       ,Transaction Platform,Spend,Expense/Revenue,Transaction Type
8/31/2016,4:02:15 PM,other platforms,-27.45,Expense,Tranportation
8/30/2016,11:40:24 PM,Taobao,-19.8,Expense,Others
8/30/2016,9:54:40 PM,other platforms,-12,Expense,Food
8/30/2016,2:08:23 PM,other platforms,-54,Expense,Food
8/29/2016,7:44:07 PM,other platforms,-23,Expense,Food
8/29/2016,1:21:02 PM,other platforms,-12,Expense,Food
8/28/2016,7:10:54 PM,other platforms,-30.5,Expense,Food
8/28/2016,5:23:46 PM,Taobao,-4,Expense,Cultural educational and recreational articles and services
8/28/2016,5:09:09 PM,Taobao,-0.7,Expense,Cultural educational and recreational articles and services
8/28/2016,2:09:42 PM,other platforms,-10,Expense,Food
8/28/2016,12:05:02 PM,other platforms,-20,Expense,Food
8/27/2016,7:58:56 PM,other platforms,-24,Expense,Food
8/27/2016,3:00:24 PM,other platforms,-9,Expense,Food
8/24/2016,5:19:20 PM,Taobao,-20,Expense,Cultural educational and recreational articles and services
8/21/2016,8:28:00 PM,Taobao,-500,Expense,Others
8/21/2016,3:46:15 PM,other platforms,-43.5,Expense,Food
8/21/2016,1:12:11 PM,other platforms,-12.82,Expense,Tranportation
8/21/2016,12:51:10 PM,Taobao,-950,Expense,Others
8/21/2016,8:54:06 AM,other platforms,-68,Expense,Cultural educational and recreational articles and services
8/20/2016,9:47:13 PM,other platforms,-13,Expense,Food
8/20/2016,9:46:17 PM,Alipay Website,-15,Expense,Account Transfer
8/20/2016,1:15:24 PM,Alipay Website,-60,Expense,Account Transfer
8/20/2016,9:57:33 AM,Taobao,-25,Expense,Others
8/19/2016,12:27:31 PM,other platforms,-26,Expense,Food
8/18/2016,9:30:41 PM,other platforms,-9,Expense,Food
8/18/2016,6:30:04 PM,other platforms,-35,Expense,Food
8/17/2016,9:50:53 PM,Alipay Website,-15,Expense,Account Transfer
8/17/2016,9:50:31 PM,other platforms,-9,Expense,Food
8/16/2016,7:14:30 PM,other platforms,-32,Expense,Food
8/16/2016,12:43:29 PM,other platforms,-28.5,Expense,Food
8/15/2016,9:14:53 PM,other platforms,-13,Expense,Food
8/15/2016,8:11:58 PM,other platforms,-25.5,Expense,Food
8/15/2016,5:05:57 PM,other platforms,-17.58,Expense,Tranportation
8/14/2016,7:21:48 PM,other platforms,-25,Expense,Food
8/14/2016,1:31:13 PM,other platforms,-12,Expense,Food
8/13/2016,7:15:17 PM,other platforms,-30.5,Expense,Food
8/13/2016,12:32:52 PM,other platforms,-9,Expense,Food
8/12/2016,10:47:44 AM,Taobao,-95,Expense,Clothes and cosmetic
8/12/2016,8:38:49 AM,Taobao,-55,Expense,Clothes and cosmetic
8/11/2016,12:20:17 PM,Alipay Website,300,Revenue,Account Transfer
8/9/2016,7:25:38 PM,other platforms,-12,Expense,Food
8/9/2016,3:24:36 PM,other platforms,-13,Expense,Food
8/8/2016,11:49:04 PM,Alipay Website,100,Revenue,Account Transfer
8/8/2016,7:20:43 PM,other platforms,-47.5,Expense,Food
8/8/2016,2:31:29 PM,other platforms,-13,Expense,Food
8/8/2016,11:59:20 AM,other platforms,-29.5,Expense,Food
8/8/2016,10:24:41 AM,other platforms,-140,Expense,Others
8/8/2016,10:20:48 AM,other platforms,-10.1,Expense,Tranportation
8/7/2016,11:15:00 PM,other platforms,-49.38,Expense,Tranportation
8/7/2016,8:32:05 PM,Alipay Website,90,Revenue,Account Transfer
8/7/2016,8:26:53 PM,Alipay Website,89,Revenue,Account Transfer
8/7/2016,8:23:54 PM,Alipay Website,-445,Expense,Account Transfer
8/7/2016,6:59:43 PM,other platforms,-17.22,Expense,Tranportation
8/7/2016,5:50:23 PM,other platforms,-9,Expense,Food
8/7/2016,3:29:39 PM,other platforms,-28.23,Expense,Tranportation
8/7/2016,10:14:05 AM,Taobao,-70.2,Expense,Others
8/6/2016,10:15:42 PM,other platforms,-20.47,Expense,Tranportation
8/6/2016,9:24:48 PM,other platforms,-13,Expense,Food
8/6/2016,6:51:11 PM,other platforms,-18,Expense,Others
8/6/2016,2:31:20 PM,other platforms,-44.5,Expense,Food
8/5/2016,11:51:57 PM,other platforms,-5,Expense,Cultural educational and recreational articles and services
8/5/2016,7:24:27 PM,Taobao,-88,Expense,Others
8/5/2016,7:13:59 PM,other platforms,-87.55,Expense,Food
8/4/2016,6:47:18 PM,other platforms,-61,Expense,Food
8/4/2016,12:19:27 PM,other platforms,-19,Expense,Food
8/4/2016,8:31:43 AM,other platforms,-33,Expense,Food
8/3/2016,6:32:34 PM,other platforms,-7,Expense,Food
8/2/2016,10:29:51 PM,other platforms,-17.51,Expense,Tranportation
8/2/2016,6:28:04 PM,other platforms,-29.5,Expense,Food
8/2/2016,2:17:17 PM,other platforms,-9,Expense,Food
8/2/2016,12:24:55 PM,other platforms,-16.79,Expense,Tranportation
8/2/2016,8:29:02 AM,other platforms,-17.5,Expense,Food
8/1/2016,9:59:53 PM,other platforms,-19.75,Expense,Tranportation
8/1/2016,4:08:35 PM,other platforms,-43.5,Expense,Food
7/31/2016,5:04:37 PM,other platforms,-9.89,Expense,Food
7/31/2016,12:23:26 PM,other platforms,-39,Expense,Food
7/30/2016,9:48:09 PM,other platforms,-12.77,Expense,Food
7/30/2016,3:33:22 PM,other platforms,-50.5,Expense,Food
7/30/2016,11:41:02 AM,other platforms,-15.46,Expense,Tranportation
7/29/2016,8:13:01 AM,Taobao,-47.5,Expense,Communication
7/28/2016,12:29:42 PM,other platforms,-26.88,Expense,Food
7/28/2016,8:26:53 AM,other platforms,-17.79,Expense,Food
7/27/2016,11:54:06 PM,Taobao,-51.2,Expense,Others
7/27/2016,12:27:07 PM,other platforms,-22.77,Expense,Food
7/27/2016,8:28:31 AM,other platforms,-18.44,Expense,Food
7/26/2016,10:49:58 PM,other platforms,-20.86,Expense,Tranportation
7/26/2016,9:00:05 AM,Taobao,-144,Expense,Communication
7/26/2016,8:24:08 AM,other platforms,-18.24,Expense,Food
7/25/2016,5:57:47 PM,Taobao,-168,Expense,Cultural educational and recreational articles and services
7/25/2016,3:20:13 PM,other platforms,-45.5,Expense,Food
7/24/2016,1:13:30 PM,other platforms,-2.5,Expense,Food
7/24/2016,12:35:09 PM,other platforms,-38,Expense,Food
7/23/2016,1:02:40 PM,other platforms,-35,Expense,Others
7/23/2016,9:47:41 AM,Taobao,-398,Expense,Cultural educational and recreational articles and services
7/22/2016,10:01:53 PM,Taobao,-198,Expense,Cultural educational and recreational articles and services
7/22/2016,9:55:50 PM,Alipay Website,2000,Revenue,Account Transfer
7/22/2016,12:29:19 PM,other platforms,-18.66,Expense,Food
7/22/2016,10:06:05 AM,Taobao,-16,Expense,Cultural educational and recreational articles and services
7/22/2016,8:30:15 AM,other platforms,-11.08,Expense,Food
7/21/2016,8:24:42 AM,other platforms,-10.93,Expense,Food
7/19/2016,5:43:54 PM,other platforms,-44.5,Expense,Food
7/19/2016,12:03:11 PM,Taobao,-60,Expense,Others
7/19/2016,8:26:59 AM,other platforms,-21.5,Expense,Food
7/18/2016,2:48:35 PM,other platforms,-2.5,Expense,Food
7/18/2016,1:57:45 PM,other platforms,-42,Expense,Food
7/17/2016,6:22:34 PM,other platforms,-113,Expense,Food
7/16/2016,4:40:50 PM,other platforms,-44.5,Expense,Food
7/16/2016,12:15:49 PM,other platforms,-2,Expense,Food
7/15/2016,11:06:51 PM,Taobao,-25,Expense,Clothes and cosmetic
7/15/2016,8:27:29 AM,other platforms,-21.3,Expense,Food
7/15/2016,8:10:37 AM,Taobao,-62.5,Expense,Communication
7/14/2016,6:51:14 PM,other platforms,-24,Expense,Food
7/14/2016,6:43:23 PM,Taobao,-35,Expense,Others
7/13/2016,11:01:56 PM,Taobao,-10,Expense,Others
7/13/2016,10:37:19 PM,Taobao,-2700,Expense,Others
7/13/2016,12:32:15 PM,other platforms,-15,Expense,Food
7/13/2016,8:15:12 AM,other platforms,-23.3,Expense,Food
7/12/2016,10:32:23 PM,Taobao,-49.9,Expense,Others
7/12/2016,6:09:31 PM,other platforms,-2.5,Expense,Food
7/12/2016,8:28:24 AM,other platforms,-23.3,Expense,Food
7/11/2016,4:17:14 PM,other platforms,-33,Expense,Food
7/11/2016,10:26:08 AM,other platforms,-2.5,Expense,Food
7/10/2016,5:54:55 PM,other platforms,-2.5,Expense,Food
7/10/2016,5:16:08 PM,other platforms,-35,Expense,Food
7/8/2016,12:37:51 PM,other platforms,-23,Expense,Food
7/8/2016,9:35:18 AM,Alipay Website,500,Revenue,Account Transfer
7/7/2016,10:45:03 PM,other platforms,-34.43,Expense,Tranportation
7/7/2016,12:23:23 PM,other platforms,-18,Expense,Food
7/7/2016,8:28:37 AM,other platforms,-19.3,Expense,Food
7/6/2016,12:20:41 PM,other platforms,-19,Expense,Food
7/6/2016,8:25:58 AM,other platforms,-19.8,Expense,Food
7/5/2016,7:12:34 PM,other platforms,-26,Expense,Food
7/5/2016,1:53:14 PM,other platforms,-3.5,Expense,Food
7/5/2016,8:19:19 AM,other platforms,-17.1,Expense,Food
7/4/2016,5:48:40 PM,other platforms,-20,Expense,Food
7/4/2016,9:30:23 AM,other platforms,-29.6,Expense,Food
7/3/2016,1:08:12 PM,other platforms,-35,Expense,Food
7/3/2016,10:45:58 AM,Taobao,-19.8,Expense,Others
7/2/2016,10:06:53 PM,Alipay Website,-200,Expense,Account Transfer
7/1/2016,3:34:30 PM,Taobao,-18.4,Expense,Others
7/1/2016,12:43:19 PM,other platforms,-23,Expense,Food
7/1/2016,8:41:45 AM,other platforms,-15.3,Expense,Food
6/30/2016,6:35:07 PM,other platforms,-26.6,Expense,Food
6/30/2016,4:49:32 PM,Taobao,-130,Expense,Clothes and cosmetic
6/30/2016,8:25:06 AM,other platforms,-17.8,Expense,Food
6/29/2016,8:25:39 PM,other platforms,-35,Expense,Food
6/29/2016,3:19:51 PM,Taobao,-38,Expense,Communication
6/29/2016,1:17:53 PM,other platforms,-5,Expense,Food
6/29/2016,9:00:17 AM,other platforms,-13.8,Expense,Food
6/28/2016,7:33:20 PM,other platforms,-22,Expense,Food
6/28/2016,8:27:39 AM,other platforms,-13.1,Expense,Food
6/27/2016,6:53:24 PM,Taobao,-300,Expense,Others
6/27/2016,8:09:05 AM,other platforms,-15.8,Expense,Food
6/26/2016,12:59:21 PM,other platforms,-131,Expense,Food
6/25/2016,3:23:15 PM,Alipay Website,-200,Expense,Account Transfer
6/24/2016,11:12:40 PM,other platforms,-20,Expense,Cultural educational and recreational articles and services
6/24/2016,3:29:27 PM,Taobao,-440,Expense,Cultural educational and recreational articles and services
6/24/2016,8:27:08 AM,other platforms,-16.5,Expense,Food
6/23/2016,8:20:47 AM,other platforms,-16.3,Expense,Food
6/22/2016,8:23:28 AM,other platforms,-18,Expense,Food
6/21/2016,8:14:28 AM,other platforms,-14.3,Expense,Food
6/20/2016,8:14:20 AM,other platforms,-15.7,Expense,Food
6/20/2016,7:34:30 AM,Alipay Website,-100,Expense,Account Transfer
6/15/2016,5:52:07 PM,Taobao,-460,Expense,Cultural educational and recreational articles and services
6/15/2016,10:35:46 AM,Taobao,-320,Expense,Cultural educational and recreational articles and services
6/13/2016,1:39:56 AM,Taobao,-37.5,Expense,Communication
6/12/2016,6:44:39 PM,Alipay Website,-400,Expense,Account Transfer
6/7/2016,12:06:55 AM,Alipay Website,-1100,Expense,Account Transfer
6/3/2016,3:31:18 PM,Taobao,-460,Expense,Cultural educational and recreational articles and services
6/2/2016,10:17:35 PM,Alipay Website,338.16,Revenue,Account Transfer
6/2/2016,10:12:46 PM,Alipay Website,1096.58,Revenue,Account Transfer
5/31/2016,5:54:15 PM,Alipay Website,-800,Expense,Account Transfer
5/29/2016,10:27:02 PM,Taobao,-46,Expense,Cultural educational and recreational articles and services
5/29/2016,2:17:09 AM,Alipay Website,-790,Expense,Account Transfer
5/24/2016,8:53:46 AM,Taobao,-10,Expense,Cultural educational and recreational articles and services
5/23/2016,8:22:39 PM,Taobao,-60,Expense,Cultural educational and recreational articles and services
5/22/2016,7:37:15 AM,Taobao,-470,Expense,Cultural educational and recreational articles and services
5/21/2016,12:19:46 AM,other platforms,-2,Expense,Others
5/21/2016,12:17:48 AM,Taobao,-550,Expense,Cultural educational and recreational articles and services
5/20/2016,11:23:46 PM,Alipay Website,1101.93,Revenue,Account Transfer
5/17/2016,10:46:03 PM,Alipay Website,2218.5,Revenue,Account Transfer
5/17/2016,9:42:30 PM,Alipay Website,-200,Expense,Others
5/14/2016,12:19:07 AM,Alipay Website,2951,Revenue,Account Transfer
5/10/2016,5:38:11 PM,Alipay Website,1483.49,Revenue,Account Transfer
5/10/2016,2:54:51 AM,Alipay Website,705.1,Revenue,Account Transfer
5/7/2016,9:24:46 PM,Alipay Website,1484.2,Revenue,Account Transfer
5/4/2016,7:27:39 PM,Alipay Website,750,Revenue,Account Transfer
4/23/2016,8:22:28 PM,Alipay Website,729.36,Revenue,Account Transfer
4/18/2016,8:08:30 PM,other platforms,-514,Expense,Tranportation
4/18/2016,8:07:01 PM,Alipay Website,367,Revenue,Account Transfer
4/18/2016,1:21:29 AM,Taobao,-1820,Expense,Cultural educational and recreational articles and services
4/18/2016,1:18:35 AM,Alipay Website,1890,Revenue,Account Transfer
4/18/2016,12:19:41 AM,Taobao,-910,Expense,Cultural educational and recreational articles and services
4/18/2016,12:16:37 AM,Alipay Website,1000,Revenue,Account Transfer
4/15/2016,11:24:33 PM,Alipay Website,35,Revenue,Account Transfer
4/5/2016,12:52:13 AM,Taobao,-1344,Expense,Cultural educational and recreational articles and services
4/5/2016,12:50:41 AM,Alipay Website,1200,Revenue,Account Transfer
4/1/2016,11:27:56 PM,Taobao,-127,Expense,Cultural educational and recreational articles and services
3/29/2016,4:11:39 PM,Taobao,-1096,Expense,Cultural educational and recreational articles and services
3/29/2016,12:51:49 AM,Alipay Website,1453,Revenue,Account Transfer
3/23/2016,11:07:53 PM,Taobao,-570,Expense,Cultural educational and recreational articles and services
3/22/2016,4:40:31 AM,Taobao,-580,Expense,Cultural educational and recreational articles and services
3/3/2016,12:04:04 AM,Alipay Website,-763.62,Expense,Others
3/1/2016,11:11:42 PM,Alipay Website,396,Revenue,Account Transfer
2/24/2016,11:04:27 AM,Taobao,-300,Expense,Cultural educational and recreational articles and services
2/23/2016,3:57:35 PM,Taobao,-28.5,Expense,Communication
2/20/2016,7:32:33 PM,Taobao,-98,Expense,Clothes and cosmetic
2/11/2016,2:57:11 PM,other platforms,-51.6,Expense,Others
2/7/2016,11:11:49 PM,Alipay Website,1.08,Revenue,Others
2/7/2016,10:24:23 PM,Alipay Website,0.27,Revenue,Others
2/7/2016,10:12:35 PM,Alipay Website,1.08,Revenue,Others
2/7/2016,9:24:27 PM,Alipay Website,-1,Expense,Account Transfer
2/7/2016,9:05:57 PM,Alipay Website,1.08,Revenue,Account Transfer
1/30/2016,12:09:13 AM,Taobao,-386.1,Expense,Cultural educational and recreational articles and services
1/30/2016,12:05:21 AM,Alipay Website,420,Revenue,Account Transfer
1/21/2016,6:52:19 PM,other platforms,-5010,Expense,Others
1/21/2016,6:50:02 PM,Alipay Website,500,Revenue,Account Transfer
1/21/2016,6:45:48 PM,Alipay Website,4500,Revenue,Account Transfer
1/20/2016,7:13:10 PM,other platforms,-25,Expense,Cultural educational and recreational articles and services
1/15/2016,5:57:49 AM,Taobao,-53.48,Expense,Cultural educational and recreational articles and services
1/9/2016,8:16:18 PM,Taobao,-76,Expense,Others
1/9/2016,12:30:28 AM,Alipay Website,287,Revenue,Account Transfer
12/26/2015,5:31:48 AM,other platforms,-20,Expense,Others
12/7/2015,7:58:34 PM,Taobao,-30,Expense,Cultural educational and recreational articles and services
12/1/2015,4:42:32 PM,other platforms,-420,Expense,Cultural educational and recreational articles and services
12/1/2015,6:32:06 AM,Taobao,-39.8,Expense,Cultural educational and recreational articles and services
11/30/2015,4:17:04 AM,other platforms,-495,Expense,Cultural educational and recreational articles and services
11/28/2015,9:10:03 PM,Alipay Website,-160,Expense,Account Transfer
11/28/2015,1:17:16 AM,Alipay Website,-100,Expense,Account Transfer
11/25/2015,1:44:13 AM,Alipay Website,-200,Expense,Account Transfer
11/16/2015,9:01:24 PM,Alipay Website,-100,Expense,Account Transfer
11/13/2015,11:57:18 PM,other platforms,-1,Expense,Cultural educational and recreational articles and services
11/7/2015,8:33:15 AM,other platforms,-108,Expense,Cultural educational and recreational articles and services
11/5/2015,12:23:37 AM,Alipay Website,-380,Expense,Account Transfer
11/4/2015,3:11:37 AM,Alipay Website,-280,Expense,Account Transfer
11/1/2015,9:05:21 AM,other platforms,-350,Expense,Cultural educational and recreational articles and services
10/24/2015,12:26:44 AM,Alipay Website,-15,Expense,Account Transfer
10/23/2015,5:44:40 AM,other platforms,-285,Expense,Cultural educational and recreational articles and services
10/22/2015,7:42:38 PM,Alipay Website,-280,Expense,Account Transfer
10/22/2015,6:00:52 PM,Alipay Website,3500,Revenue,Account Transfer
10/17/2015,11:28:39 PM,Alipay Website,-400,Expense,Account Transfer
10/8/2015,1:21:34 AM,Taobao,-124.5,Expense,Cultural educational and recreational articles and services
9/20/2015,5:38:12 AM,Alipay Website,193,Revenue,Account Transfer
9/15/2015,2:34:03 AM,other platforms,-149,Expense,Cultural educational and recreational articles and services
9/9/2015,8:30:36 PM,Taobao,-199.8,Expense,Communication
9/1/2015,4:42:25 AM,other platforms,-78,Expense,Cultural educational and recreational articles and services
8/30/2015,4:16:24 AM,Taobao,-199.8,Expense,Communication
8/28/2015,5:32:53 PM,Alipay Website,52,Revenue,Account Transfer
8/27/2015,12:03:05 PM,Alipay Website,-200,Expense,Account Transfer
8/25/2015,4:48:38 PM,Taobao,-390,Expense,Cultural educational and recreational articles and services
8/24/2015,2:23:38 PM,Taobao,-9.5,Expense,Communication
8/22/2015,10:49:33 PM,Taobao,-25,Expense,Clothes and cosmetic
8/22/2015,10:49:09 PM,Taobao,-58.88,Expense,Clothes and cosmetic
8/21/2015,12:06:44 PM,Alipay Website,-5,Expense,Account Transfer
8/21/2015,10:37:35 AM,Alipay Website,950,Revenue,Account Transfer
8/20/2015,3:36:48 PM,Taobao,-1,Expense,Cultural educational and recreational articles and services
8/18/2015,9:54:27 AM,Taobao,-242,Expense,Cultural educational and recreational articles and services
8/10/2015,8:09:16 PM,Alipay Website,10,Revenue,Account Transfer
8/10/2015,8:08:32 PM,Alipay Website,20,Revenue,Account Transfer
8/10/2015,8:07:47 PM,Taobao,-118,Expense,Cultural educational and recreational articles and services
8/10/2015,8:06:58 PM,Alipay Website,20,Revenue,Account Transfer
8/10/2015,8:00:09 PM,Taobao,-124.17,Expense,Cultural educational and recreational articles and services
8/10/2015,7:55:32 PM,Alipay Website,200,Revenue,Account Transfer
8/7/2015,10:05:08 PM,other platforms,-154,Expense,Cultural educational and recreational articles and services
8/7/2015,10:04:26 PM,Alipay Website,154,Revenue,Account Transfer
8/1/2015,11:14:06 PM,Alipay Website,-24.19,Expense,Account Transfer
7/29/2015,11:45:30 PM,Alipay Website,-96,Expense,Cultural educational and recreational articles and services
7/29/2015,2:13:18 PM,Taobao,-38,Expense,Communication
7/29/2015,2:10:44 PM,other platforms,-25,Expense,Cultural educational and recreational articles and services
7/26/2015,1:06:00 PM,Alipay Website,160,Revenue,Account Transfer
7/26/2015,1:00:50 PM,Taobao,-51.98,Expense,Cultural educational and recreational articles and services
7/26/2015,12:51:57 PM,Alipay Website,50,Revenue,Account Transfer
7/21/2015,9:02:26 PM,other platforms,-15,Expense,Cultural educational and recreational articles and services
7/21/2015,9:01:33 PM,Alipay Website,15,Revenue,Account Transfer
7/17/2015,10:19:40 AM,Taobao,-90,Expense,Communication
7/15/2015,1:25:43 PM,Taobao,-84,Expense,Clothes and cosmetic
7/15/2015,1:24:08 PM,Taobao,-59.61,Expense,Clothes and cosmetic
7/14/2015,11:55:54 PM,Alipay Website,100,Revenue,Account Transfer
7/9/2015,1:58:22 PM,Taobao,-760,Expense,Cultural educational and recreational articles and services
7/9/2015,1:54:01 PM,Alipay Website,-300,Expense,Account Transfer
7/8/2015,6:41:48 PM,Alipay Website,-300,Expense,Account Transfer
7/8/2015,6:40:59 PM,Taobao,-230,Expense,Cultural educational and recreational articles and services
7/7/2015,1:47:36 PM,Alipay Website,450,Revenue,Account Transfer
7/7/2015,11:36:53 AM,Taobao,-190.8,Expense,Clothes and cosmetic
7/7/2015,11:30:22 AM,Taobao,-28.79,Expense,Clothes and cosmetic
7/7/2015,11:30:22 AM,Taobao,-13.85,Expense,Clothes and cosmetic
7/7/2015,11:29:37 AM,Taobao,-2.5,Expense,Clothes and cosmetic
7/7/2015,11:29:37 AM,Taobao,-390,Expense,Clothes and cosmetic
7/6/2015,7:17:23 PM,other platforms,-165,Expense,Food
7/6/2015,3:53:37 PM,Alipay Website,-1000,Expense,Account Transfer
7/6/2015,2:35:24 PM,Alipay Website,1700,Revenue,Account Transfer
7/3/2015,11:53:45 PM,Alipay Website,-55,Expense,Account Transfer
7/3/2015,3:20:46 PM,Alipay Website,-200,Expense,Account Transfer
7/3/2015,2:59:23 PM,Alipay Website,-17,Expense,Account Transfer
7/3/2015,11:01:10 AM,Alipay Website,-10,Expense,Account Transfer
7/2/2015,11:11:44 PM,Alipay Website,10,Revenue,Account Transfer
7/2/2015,11:08:10 PM,Alipay Website,-19,Expense,Account Transfer
7/2/2015,5:56:14 PM,Alipay Website,-350,Expense,Account Transfer
7/2/2015,5:55:47 PM,Alipay Website,-22,Expense,Account Transfer
7/2/2015,1:06:51 PM,Alipay Website,200,Revenue,Account Transfer
6/30/2015,8:00:27 AM,Alipay Website,-10,Expense,Account Transfer
6/29/2015,10:45:02 PM,Taobao,-237.88,Expense,Cultural educational and recreational articles and services
6/29/2015,6:40:25 PM,Alipay Website,-18,Expense,Account Transfer
6/29/2015,4:50:51 PM,Alipay Website,-25,Expense,Account Transfer
6/29/2015,12:58:58 PM,Alipay Website,-22,Expense,Account Transfer
6/29/2015,8:01:16 AM,Alipay Website,-8.5,Expense,Account Transfer
6/28/2015,8:45:16 PM,other platforms,-65,Expense,Others
6/28/2015,5:47:31 PM,Alipay Website,-16,Expense,Account Transfer
6/28/2015,12:47:28 PM,Alipay Website,-18,Expense,Account Transfer
6/26/2015,6:28:13 PM,Alipay Website,-18,Expense,Account Transfer
6/25/2015,8:02:39 AM,Alipay Website,-9.5,Expense,Account Transfer
6/23/2015,9:05:10 PM,Alipay Website,-8,Expense,Account Transfer
6/22/2015,10:29:07 AM,Alipay Website,18,Revenue,Account Transfer
6/21/2015,6:02:46 PM,Alipay Website,45,Revenue,Account Transfer
6/21/2015,12:54:26 PM,other platforms,-3.5,Expense,Food
6/20/2015,5:49:26 PM,Alipay Website,25,Revenue,Account Transfer
6/20/2015,11:42:20 AM,Alipay Website,-11,Expense,Account Transfer
6/19/2015,8:01:17 AM,other platforms,-3.5,Expense,Food
6/18/2015,7:40:43 AM,Alipay Website,-10,Expense,Account Transfer
6/17/2015,12:16:46 AM,Alipay Website,-20,Expense,Account Transfer
6/16/2015,9:34:28 PM,Alipay Website,50,Revenue,Account Transfer
6/16/2015,1:05:54 PM,Alipay Website,-858,Expense,Account Transfer
6/16/2015,12:58:15 PM,Alipay Website,1000,Revenue,Account Transfer
6/16/2015,1:26:14 AM,Alipay Website,-80,Expense,Account Transfer
6/16/2015,1:24:33 AM,Alipay Website,-120,Expense,Account Transfer
6/16/2015,1:16:29 AM,Alipay Website,-50,Expense,Account Transfer
6/16/2015,1:09:31 AM,Alipay Website,-100,Expense,Account Transfer
6/16/2015,1:06:11 AM,Alipay Website,-50,Expense,Account Transfer
6/15/2015,3:07:29 PM,other platforms,-3.5,Expense,Food
6/14/2015,8:42:45 PM,other platforms,-32,Expense,Food
6/11/2015,8:38:31 PM,Alipay Website,-1100,Expense,Account Transfer
6/11/2015,8:38:14 PM,Alipay Website,-75,Expense,Account Transfer
6/11/2015,7:56:35 PM,Taobao,-229.88,Expense,Cultural educational and recreational articles and services
6/10/2015,12:07:35 AM,Alipay Website,200,Revenue,Account Transfer
6/8/2015,3:05:02 PM,Alipay Website,-10000,Expense,Account Transfer
6/7/2015,9:27:58 PM,Alipay Website,10,Revenue,Account Transfer
6/6/2015,2:57:57 PM,Alipay Website,-70,Expense,Account Transfer
6/5/2015,10:00:46 PM,Taobao,-95.7,Expense,Cultural educational and recreational articles and services
6/5/2015,9:27:19 PM,Alipay Website,-4,Expense,Account Transfer
6/5/2015,11:47:57 AM,other platforms,-22,Expense,Food
6/2/2015,8:27:28 PM,other platforms,-27.5,Expense,Food
6/1/2015,9:15:28 PM,Alipay Website,-300,Expense,Account Transfer
6/1/2015,8:30:50 PM,Alipay Website,-12.5,Expense,Account Transfer
5/31/2015,8:45:39 PM,Taobao,-99.5,Expense,Cultural educational and recreational articles and services
5/31/2015,7:36:23 PM,Alipay Website,-200,Expense,Account Transfer
5/30/2015,1:51:18 PM,Alipay Website,-25,Expense,Account Transfer
5/29/2015,5:48:18 PM,Alipay Website,-10,Expense,Account Transfer
5/28/2015,11:46:33 AM,Alipay Website,-2,Expense,Account Transfer
5/28/2015,9:50:14 AM,Alipay Website,-8,Expense,Account Transfer
5/27/2015,10:10:38 PM,Alipay Website,-21,Expense,Account Transfer
5/27/2015,11:27:52 AM,Alipay Website,-20,Expense,Account Transfer
5/26/2015,8:19:06 PM,Alipay Website,-10,Expense,Account Transfer
5/25/2015,5:30:42 PM,Alipay Website,-40,Expense,Account Transfer
5/24/2015,8:57:45 PM,Alipay Website,-10,Expense,Account Transfer
5/24/2015,5:10:56 PM,Taobao,-238,Expense,Cultural educational and recreational articles and services
5/24/2015,4:23:27 PM,Alipay Website,-23,Expense,Account Transfer
5/24/2015,3:20:41 PM,Alipay Website,200,Revenue,Account Transfer
5/24/2015,11:39:25 AM,Alipay Website,-8,Expense,Account Transfer
5/23/2015,7:47:39 PM,Alipay Website,-42,Expense,Account Transfer
5/23/2015,3:48:49 PM,Alipay Website,-8,Expense,Account Transfer
5/23/2015,10:42:36 AM,Taobao,-21,Expense,Clothes and cosmetic
5/22/2015,11:30:08 AM,Alipay Website,-430,Expense,Account Transfer
5/22/2015,11:22:40 AM,Alipay Website,500,Revenue,Account Transfer
5/17/2015,11:37:41 AM,Taobao,-49.5,Expense,Cultural educational and recreational articles and services
5/16/2015,1:49:48 AM,Taobao,-237,Expense,Cultural educational and recreational articles and services
5/12/2015,1:03:56 AM,Taobao,-101.98,Expense,Cultural educational and recreational articles and services
5/11/2015,11:38:34 AM,Alipay Website,-18,Expense,Account Transfer
5/10/2015,2:58:25 AM,Taobao,-242,Expense,Cultural educational and recreational articles and services
5/9/2015,5:06:28 PM,Taobao,-238,Expense,Cultural educational and recreational articles and services
5/7/2015,10:23:51 PM,Alipay Website,-33,Expense,Account Transfer
5/7/2015,10:23:40 PM,Alipay Website,-18,Expense,Account Transfer
5/5/2015,11:37:14 PM,Alipay Website,200,Revenue,Account Transfer
5/5/2015,10:31:30 PM,Alipay Website,5.5,Revenue,Account Transfer
5/4/2015,4:57:57 PM,other platforms,-11.5,Expense,Food
5/3/2015,11:16:56 PM,Taobao,-14.88,Expense,Daily commodity
5/3/2015,10:55:32 PM,Taobao,-97.37,Expense,Clothes and cosmetic
5/3/2015,9:38:56 PM,other platforms,-21.2,Expense,Food
5/3/2015,12:10:48 AM,Taobao,-101.98,Expense,Cultural educational and recreational articles and services
5/2/2015,3:37:19 PM,other platforms,-39.5,Expense,Tranportation
5/2/2015,1:43:59 PM,other platforms,-39.5,Expense,Tranportation
5/2/2015,12:26:41 PM,Alipay Website,-300,Expense,Account Transfer
4/29/2015,10:55:05 PM,other platforms,-1,Expense,Food
4/29/2015,10:49:01 PM,other platforms,-1,Expense,Food
